Compare,Icon,Name,Type,Element,PATK,MATK,PDEF,MDEF,TOTAL,COST,Colo Skill,C. Aid Skill
Compare,,"Crossbow of the Heretic Sea Beast
邪海獣の弩",Ranged,,3176,3695,1614,1836,"10321
(Lv140)",22,"吸命の黄昏(Ⅴ)
Deal colossal magical damage to 1 enemy, and 自身のHPを回復する.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Hiderigami's Axe
旱魃の斧",Hammer,,3766,2797,1885,1843,"10291
(Lv140)",22,"崩壊の創世(Ⅴ)
Deal great physical damage to 1-3 enemies.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"The Witch's Secret Medicine
魔女の秘薬",Focus,,3100,3756,1616,1839,"10311
(Lv140)",22,"吸命の開闢(Ⅴ)
Deal great magical damage to 1-3 enemies, and 自身のHPを回復する.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Eyeglasses of the Light-Absorbing Bug
光吸の虫眼鏡",Focus,,3542,3675,1837,1882,"10936
(Lv140)",23,"魔絶の開闢(Ⅴ)
Deal great magical damage to 1-3 enemies.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Staff of the Bloodletting Needle
瀉血の針杖",Staff,,3103,3040,2086,2084,"10313
(Lv140)",22,"破撃の誓願(Ⅴ)
Heal 2-3 allies by a moderate amount of HP, and increase their magical ATK by a small amount.","Recovery Support (III)
Fixed chance to greatly increase HP recovered while healing."
Compare,,"An Investigation of the Truth
真理の究明",Tome,,3596,3244,1686,1836,"10362
(Lv140)",22,"Incantation of Breaking (V)
Reduce the physical ATK and magical DEF of 2-3 enemies by a great amount.","Assistance Support (III)
Fixed chance to greatly increase support effects while providing backup."
Compare,,"Flame Sith's Harp
炎猫の竪琴",Instr.,,3183,3656,1846,1650,"10335
(Lv140)",22,"退魔師の受難曲(Ⅳ)
Increase the magical ATK and physical DEF of 1-3 allies by a great amount.","Assistance Support (III)
Fixed chance to greatly increase support effects while providing backup."
Compare,,"Tempered & Exhausted Flame
焼き尽くす灯火",Polearm,,3251,3651,1689,1725,"10316
(Lv140)",22,"吸命の開闢(Ⅴ)
Deal great magical damage to 1-3 enemies, and 自身のHPを回復する.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Flame Falcon's Bow
炎鶻の弓",Ranged,,2804,3763,1848,1915,"10330
(Lv140)",22,"吸血ノ黄昏(伍)
Deal colossal magical damage to 1 enemy, and recover 30 SP.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Luck-Trying Axe
運試しの斧",Hammer,,3814,3366,1880,1877,"10937
(Lv140)",23,"吸命の創世(Ⅴ)
Deal great physical damage to 1-3 enemies, and 自身のHPを回復する.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Young Flame Tooth
幼火の牙",Blade,,3654,3171,1839,1684,"10348
(Lv140)",22,"吸血ノ終極(伍)
Deal colossal physical damage to 1 enemy, and recover 30 SP.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Moralistic Tome
堅物白書",Tome,,3220,2857,1621,1558,"9256
(Lv140)",20,"Incantation of Rust (IV)
Reduce the physical ATK of 2 enemies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Caress of Hanging Wood
吊るし木の愛撫",Polearm,,2472,3316,1719,1766,"9273
(Lv140)",20,"陣風の纏魔(Ⅲ)
Deal great magical damage to 1-2 enemies, and increase Power when Allies Nightmare [警鐘ハ散華ノ風ヲ呼ブ(The Bell Sounds a Storm)] is active.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Flame Emperor's Sword
炎帝の剣",Blade,,3267,3054,1528,1428,"9277
(Lv140)",20,"Flames of Defense (IV)
Deal massive physical damage to 1 enemy, and decrease their physical DEF by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Commemoration Staff of Suffering
被虐の記念杖",Staff,,2735,2862,1736,1928,"9261
(Lv140)",20,"Breath of Assault (IV)
Heal 2 allies by a great amount of HP, and increase their physical ATK by a small amount.","Recovery Support (II)
Fixed chance to moderately increase HP recovered while healing."
Compare,,"Timbre of Illusions
幻惑の音色",Instr.,,2802,3257,1761,1451,"9271
(Lv140)",20,"退魔師の受難曲/終曲(Ⅲ)
Increase the magical ATK and physical DEF of 1-2 allies by a moderate amount. Increase Skill Effects at 5 Minutes Remaining.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Radiance of the Lingering Scent
栄光の残り香",Focus,,3052,3111,1561,1558,"9282
(Lv140)",20,"Flame Technique of the Twin Songs (IV)
Deal great magical damage to 1-2 enemies. Increase Combo Count by +5 when comboing.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Ascendant
上昇志向",Hammer,,3177,2942,1741,1662,"9522
(Lv140)",20,"Pounding Wind Blade (IV)
Deal great physical damage to 1-2 enemies. Increase Combo Count by +5 when comboing.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Commemoration Bow of Justice
正義の記念弓",Ranged,,2806,3262,1528,1688,"9284
(Lv140)",20,"Evil Gust of Leeching (IV)
Deal massive magical damage to 1 enemy, and recover a small amount of own HP.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Wonderous Creature Encyclopedia
不可思議生物図鑑",Tome,,2674,2669,1599,1597,"8539
(Lv140)",19,"Incantation of Submission (III)
Reduce the physical DEF and magical DEF of 1-2 enemies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Gold Craving Fife of Depravity
卑劣の金欲笛",Instr.,,3038,2541,1614,1350,"8543
(Lv140)",19,"Champion's Harmony (III)
Increase the physical ATK and physical DEF of 1-2 allies by a great amount.","Support Boon (I)
Fixed chance to slightly increase support effects while providing backup."
Compare,,"Gold Craving Spear of Restriction
束縛の金欲槍",Polearm,,2550,3001,1358,1597,"8506
(Lv140)",19,"Gale of Exorcism (III)
Deal great magical damage to 1-2 enemies.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Binding Painting
呪縛の絵画",Focus,,2919,3480,1591,1798,"9788
(Lv140)",21,"Evil Blaze of Defense (V)
Deal great magical damage to 1-3 enemies, and decrease their magical DEF by a small amount.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Singing Voice of the Star
星の歌声",Staff,,2860,2855,2073,2054,"9842
(Lv140)",21,"破撃の萌芽(Ⅴ)
Heal 2-3 allies by a moderate amount of HP, and increase their physical ATK by a small amount.","Recovery Support (III)
Fixed chance to greatly increase HP recovered while healing."
Compare,,"Emperor's Cannon
空砲の帝王",Ranged,,2868,3441,1740,1772,"9821
(Lv140)",21,"Wind Technique of the Twin Songs (V)
Deal colossal magical damage to 1 enemy. Increase Combo Count by +5 when comboing.","乾坤一擲/銃撃(弐)
When Attacking, Chance to get a small amount of inochi(lifeforce). ※Increased Power with more Ranged in Main Grid (Small ~ Massive)"
Compare,,"Awakening Scars of Fury (Kageuchi)
憤怒ノ醒痕(カゲウチ)",Hammer,,3442,2989,1736,1626,"9793
(Lv140)",21,"Inferno Onslaught (V)
Deal great physical damage to 1-3 enemies, and decrease their physical ATK by a small amount.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Staff of the Moving Fetal (Cataclysm)
胎動の杖(惨禍)",Staff,,3139,3408,2417,2577,"11541
(Lv140)",24,"Blessed Gospel (V)
Heal 3 allies by a moderate amount of HP.","Recovery Support (IV)
Fixed chance to massively increase HP recovered while healing."
Compare,,"The Prophet's Lie (Cataclysm)
預言者の妄言(惨禍)",Staff,,3411,3132,2492,2471,"11506
(Lv140)",24,"破撃の誓願(Ⅵ)
Heal 2-3 allies by a great amount of HP, and increase their magical ATK by a small amount.","双翼の恩寵(肆)
Fixed chance to greatly increase HP recovered while healing. and Fixed chance to moderate increase support effects while providing backup."
Compare,,"Melody of Abolition (Cataclysm)
廃滅の旋律(惨禍)",Instr.,,3881,3876,1933,1842,"11532
(Lv140)",24,"勇者の夢想曲/終曲(Ⅳ)
Increase the physical ATK and magical ATK of 1-3 allies by a moderate amount. Increase Skill Effects at 5 Minutes Remaining.","Resurrection (III)
Fixed chance to greatly increase support effects while providing backup. Increased effect when at a disadvantage."
Compare,,"Opera of Tragedy (Cataclysm)
悲劇の戯曲(惨禍)",Instr.,,3959,3632,2102,1840,"11533
(Lv140)",24,"Champion's Harmony (V)
Increase the physical ATK and physical DEF of 2-3 allies by a great amount.","Assistance Support (IV)
Fixed chance to massively increase support effects while providing backup."
Compare,,"Secret Stargazing (Cataclysm)
星見の秘め事(惨禍)",Focus,,3045,4027,2109,2335,"11516
(Lv140)",24,"奪命の魔雹(Ⅴ)
Deal great magical damage to 1-3 enemies, and Recover a Massive amount of HP.","乾坤一擲/呪法(参)
When Attacking, Chance to get a moderate amount of inochi(lifeforce). ※Increased Power with more Focus in Main Grid (Small ~ Massive)"
Compare,,"Eversleeping Journey (Cataclysm)
永眠の旅路(惨禍)",Focus,,2932,4091,2237,2263,"11523
(Lv140)",24,"天雷の纏魔(Ⅴ)
Deal great magical damage to 1-3 enemies, and increase Power when Allies Nightmare [警鐘ハ散華ノ風ヲ呼ブ(The Bell Sounds a Storm)][号令ハ疾風ノ加護トナル(Gale Blessing)] is active.","Dauntless Courage (IV)
Fixed chance to massively increase damage while attacking."
Compare,,"Sleeping Tempest (Cataclysm)
眠れる暴風(惨禍)",Tome,,3878,3873,1842,1928,"11521
(Lv140)",24,"腐蝕ノ呪術/死(Ⅳ)
Reduce the physical ATK and magical ATK of 1-3 enemies by a moderate amount. Increase Skill Effects at 5 Minutes Remaining.","Resurrection (III)
Fixed chance to greatly increase support effects while providing backup. Increased effect when at a disadvantage."
Compare,,"An Endless Howl (Cataclysm)
尽きぬ絶叫(惨禍)",Tome,,3888,3737,2146,1729,"11500
(Lv140)",24,"Incantation of Shackles (V)
Reduce the physical ATK and physical DEF of 2-3 enemies by a great amount.","Assistance Support (IV)
Fixed chance to massively increase support effects while providing backup."
Compare,,"Wedged Sickle of the Contract (Cataclysm)
約定の楔鎌(惨禍)",Polearm,,3478,4147,1898,1988,"11511
(Lv140)",24,"魔絶の烈火(Ⅶ)
Deal great magical damage to 2-3 enemies.","乾坤一擲/槍突(参)
When Attacking, Chance to get a moderate amount of inochi(lifeforce). ※Increased Power with more Polearm in Main Grid (Small ~ Massive)"
Compare,,"Spear of Water Sealing (Cataclysm)
封水の槍(惨禍)",Polearm,,3408,4091,1935,2104,"11538
(Lv140)",24,"雪月の纏魔(Ⅴ)
Deal great magical damage to 1-3 enemies, and increase Power when Allies Nightmare [警鐘ハ散華ノ飛沫ヲ呼ブ(For Whom The Bell Splashes)][囁キハ流水ノ加護トナル(Aqueous Blessing)] is active.","Dauntless Courage (IV)
Fixed chance to massively increase damage while attacking."
Compare,,"Trial Gun of Condemnation (Cataclysm)
断罪の審銃(惨禍)",Ranged,,3557,3954,1930,2056,"11497
(Lv140)",24,"銃撃の纏魔(Ⅴ)
Deal colossal magical damage to 1 enemy, and increase Power when Allies Nightmare [訓令ハ銃撃ノ加護トナル] is active.","Dauntless Courage (IV)
Fixed chance to massively increase damage while attacking."
Compare,,"Heavenly Bow of the Judged Sin (Cataclysm)
裁罪の神弓(惨禍)",Ranged,,3476,4027,1988,2063,"11554
(Lv140)",24,"龍脈ノ痕(伍)
Deal colossal magical damage to 1 enemy, and recover 100 SP.","Dauntless Courage (IV)
Fixed chance to massively increase damage while attacking."
Compare,,"Rippling of the Sea of Clouds (Cataclysm)
雲海の漣(惨禍)",Blade,,3886,3639,2066,1935,"11526
(Lv140)",24,"剣戟の纏牙(Ⅴ)
Deal colossal physical damage to 1 enemy, and increase Power when Allies Nightmare [鼓舞ハ剣戟ノ加護トナル] is active.","Dauntless Courage (IV)
Fixed chance to massively increase damage while attacking."
Compare,,"Wind-Cutting Blade (Cataclysm)
風絶ちの刃(惨禍)",Blade,,4142,3124,2233,2056,"11555
(Lv140)",24,"龍脈ノ咢(伍)
Deal colossal physical damage to 1 enemy, and recover 100 SP.","Dauntless Courage (IV)
Fixed chance to massively increase damage while attacking."
Compare,,"Engraved Year (Cataclysm)
刻む星霜(惨禍)",Hammer,,3964,3403,2107,2061,"11535
(Lv140)",24,"崩壊の竜巻(Ⅶ)
Deal great physical damage to 2-3 enemies.","乾坤一擲/戦鎚(参)
When Attacking, Chance to get a moderate amount of inochi(lifeforce). ※Increased Power with more Hammer in Main Grid (Small ~ Massive)"
Compare,,"Fury of a Empress (Cataclysm)
女帝の怒火(惨禍)",Hammer,,4101,3248,2181,1988,"11518
(Lv140)",24,"炎獄の纏牙(Ⅴ)
Deal great physical damage to 1-3 enemies, and increase Power when Allies Nightmare [警鐘ハ散華ノ火花ヲ呼ブ(The Bell Sounds a Wildfire)][怒号ハ炎熱ノ加護トナル(Combustive Blessing)] is active.","Dauntless Courage (IV)
Fixed chance to massively increase damage while attacking."
Compare,,"Staff of the Wind Resonance's Call
風響の呼杖",Staff,,2884,3074,2442,2524,"10924
(Lv140)",23,"Angel’s Death Rattle (V)
Heal 2-3 allies by a great amount of HP. Between The Start of Colosseum & 5 Minutes before it ends, Recover 10sp with every use.","Recovery Support (IV)
Fixed chance to massively increase HP recovered while healing."
Compare,,"Demon Flute of the Devil's Calling
悪魔呼びの魔笛",Instr.,,3448,3811,1955,1713,"10927
(Lv140)",23,"退魔師の受難曲(Ⅴ)
Increase the magical ATK and physical DEF of 2-3 allies by a great amount.","Assistance Support (IV)
Fixed chance to massively increase support effects while providing backup."
Compare,,"Storm of Insanity
疾走する狂気",Focus,,3444,3869,1789,1828,"10930
(Lv140)",23,"Lightning Twin Songs (V)
Deal great magical damage to 1-3 enemies. Increase Combo Count by +5 when comboing.","Dauntless Courage (IV)
Fixed chance to massively increase damage while attacking."
Compare,,"Secret Techniques of the Royal Family
王家の秘術",Tome,,3882,3289,1720,2030,"10921
(Lv140)",23,"Incantation of Breaking (V)
Reduce the physical ATK and magical DEF of 2-3 enemies by a great amount.","Assistance Support (IV)
Fixed chance to massively increase support effects while providing backup."
Compare,,"Spear of Violet Lightning
紫電の槍",Polearm,,2777,4012,1956,2162,"10907
(Lv140)",23,"Mist of Sorcery (V)
Deal great magical damage to 1-3 enemies, and increase Power when Allies Nightmare [警鐘ハ散華ノ飛沫ヲ呼ブ(For Whom The Bell Splashes)] is active.","Dauntless Courage (IV)
Fixed chance to massively increase damage while attacking."
Compare,,"Devil's Rock-Eroding Gun
悪魔の溶岩銃",Ranged,,3446,3808,1790,1876,"10920
(Lv140)",23,"銃撃の纏魔(Ⅴ)
Deal colossal magical damage to 1 enemy, and increase Power when Allies Nightmare [訓令ハ銃撃ノ加護トナル] is active.","乾坤一擲/銃撃(参)
When Attacking, Chance to get a moderate amount of inochi(lifeforce). ※Increased Power with more Ranged in Main Grid (Small ~ Massive)"
Compare,,"Sword of Wisdom Crystals
氷結の慧剣",Blade,,3921,3666,1709,1627,"10923
(Lv140)",23,"剣戟の纏牙(Ⅴ)
Deal colossal physical damage to 1 enemy, and increase Power when Allies Nightmare [鼓舞ハ剣戟ノ加護トナル] is active.","乾坤一擲/剣戟(参)
When Attacking, Chance to get a moderate amount of inochi(lifeforce). ※Increased Power with more Blades in Main Grid (Small ~ Massive)"
Compare,,"Requiem's Hammer
鎮魂の槌",Hammer,,3991,2878,2121,1955,"10945
(Lv140)",23,"Storm Fang (V)
Deal great physical damage to 1-3 enemies, and increase Power when Allies Nightmare [警鐘ハ散華ノ風ヲ呼ブ(The Bell Sounds a Storm)] is active.","Dauntless Courage (IV)
Fixed chance to massively increase damage while attacking."
